admin_level,id,name,Number of open links,Bigraph built in,Bigraph loaded in,Number of nodes,Number of edges,Number of boundaries,Number of streets,Number of buildings,Number of junctions,Added agent in,leave_building,move_across_linked_streets,enter_building starting in street,enter_building_from_street,leave_street,enter_building_from_boundary,enter_building starting in boundary,enter_street,Maximum resident set size (kbytes),Number of outer names
9,30353,Wandsbek,,,0.666429,149385,74302,20,2582,68076,8029,,,,,,,,,,312484,113
8,295355,Cambridge,,,0.251451,62838,31355,1,1612,27868,3876,,,,,,,,,,143840,73
8,7444,Paris,,,0.215918,56622,24667,101,9071,4752,28774,,,,,,,,,,127128,324
8,51805,London Borough of Tower Hamlets,,,0.131600,32888,16367,1,1885,12013,5090,,,,,,,,,,86444,92
6,62428,Munich,,,0.649284,164233,78594,142,10378,54375,34443,,,,,,,,,,336012,140
10,2604777,Dover,,,0.010619,2184,1069,1,391,158,1084,,,,,,,,,,33564,25
8,1544956,Mountain View,,,0.077753,20224,10077,1,1027,7350,3468,,,,,,,,,,64172,108
10,271110,Amsterdam,,,0.161972,41306,20189,1,5082,4476,22188,,,,,,,,,,100436,152
8,295349,Fenland,,,0.049757,13480,6530,17,2283,1688,5504,,,,,,,,,,52252,64
6,180837,Cambridgeshire,,,0.882074,210768,103274,242,16190,69754,38396,,,,,,,,,,431552,225
8,295351,Huntingdonshire,,,0.148737,37597,18234,82,4899,7931,11773,,,,,,,,,,94776,102
8,2305279,Carlsbad,,,0.235736,60972,30425,1,2407,24657,6842,,,,,,,,,,139452,63
8,146656,Manchester,,,0.386683,96802,48052,2,7140,30599,21320,,,,,,,,,,207744,235
8,295352,East Cambridgeshire,,,0.076320,19619,9566,36,2383,4556,5669,,,,,,,,,,62580,85
5,10264792,Hong Kong Island,,,0.080594,21676,10647,5,1621,6555,5314,,,,,,,,,,66644,6
8,71033,Strasbourg,,,0.061814,15819,7327,16,2641,1141,8223,,,,,,,,,,56376,77
2,536780,Singapore,,,0.883952,212140,104497,13,11917,70981,46318,,,,,,,,,,430872,4
4,162069,District of Columbia,,,1.138445,267244,132694,10,4160,118037,22830,,,,,,,,,,551196,262
4,62422,Berlin,,,1.145631,277289,135449,115,15213,96373,53887,,,,,,,,,,562688,208
8,51781,City of Westminster,,,0.216693,57179,28460,2,1809,23816,5925,,,,,,,,,,132488,183
8,295353,South Cambridgeshire,,,0.292095,75961,37326,105,4663,27711,11003,,,,,,,,,,165948,178
6,1906767,Glasgow City,,,0.270428,70524,34790,1,7427,15678,24312,,,,,,,,,,156196,194
9,55734,Steglitz-Zehlendorf,,,0.286888,74559,36943,12,1829,32366,6145,,,,,,,,,,165676,102
8,118362,Leeds,,,0.636077,161213,79732,39,13715,47115,39475,,,,,,,,,,330844,132
6,51800,City of London,,,0.016908,4193,2089,2,431,1077,1173,,,,,,,,,,36436,93
8,172987,Liverpool,,,0.198745,50577,24816,1,6879,7769,21279,,,,,,,,,,118088,122
8,8450265,London Borough of Southwark,,,0.174853,42145,21031,1,2038,16062,5943,,,,,,,,,,104780,193
8,2305280,Oceanside,,,0.303860,78005,38904,1,2709,32250,8085,,,,,,,,,,172536,86
6,1920901,City of Edinburgh,,,0.209200,48146,23286,31,6138,9268,17272,,,,,,,,,,114004,57
8,111848,Chula Vista,,,0.316441,77630,38686,1,3186,30541,10174,,,,,,,,,,172332,129
9,30353,Wandsbek,,,0.683885,149385,74302,20,2582,68076,8029,,,,,,,,,,312600,113
8,295355,Cambridge,,,0.263194,62838,31355,1,1612,27868,3876,,,,,,,,,,143744,73
8,7444,Paris,,,0.229405,56622,24667,101,9071,4752,28774,,,,,,,,,,127208,324
8,51805,London Borough of Tower Hamlets,,,0.143278,32888,16367,1,1885,12013,5090,,,,,,,,,,86556,92
6,62428,Munich,,,0.699645,164233,78594,142,10378,54375,34443,,,,,,,,,,335892,140
10,2604777,Dover,,,0.009923,2184,1069,1,391,158,1084,,,,,,,,,,33444,25
8,1544956,Mountain View,,,0.080028,20224,10077,1,1027,7350,3468,,,,,,,,,,63888,108
10,271110,Amsterdam,,,0.166833,41306,20189,1,5082,4476,22188,,,,,,,,,,100512,152
8,295349,Fenland,,,0.055908,13480,6530,17,2283,1688,5504,,,,,,,,,,51992,64
6,180837,Cambridgeshire,,,0.980043,210768,103274,242,16190,69754,38396,,,,,,,,,,431548,225
8,295351,Huntingdonshire,,,0.156690,37597,18234,82,4899,7931,11773,,,,,,,,,,94932,102
8,2305279,Carlsbad,,,0.258537,60972,30425,1,2407,24657,6842,,,,,,,,,,139556,63
8,146656,Manchester,,,0.392583,96802,48052,2,7140,30599,21320,,,,,,,,,,207804,235
8,295352,East Cambridgeshire,,,0.084214,19619,9566,36,2383,4556,5669,,,,,,,,,,62552,85
5,10264792,Hong Kong Island,,,0.086951,21676,10647,5,1621,6555,5314,,,,,,,,,,66564,6
8,71033,Strasbourg,,,0.063021,15819,7327,16,2641,1141,8223,,,,,,,,,,56288,77
2,536780,Singapore,,,0.927788,212140,104497,13,11917,70981,46318,,,,,,,,,,430996,4
4,162069,District of Columbia,,,1.252645,267244,132694,10,4160,118037,22830,,,,,,,,,,551360,262
4,62422,Berlin,,,1.280500,277289,135449,115,15213,96373,53887,,,,,,,,,,562768,208
8,51781,City of Westminster,,,0.244667,57179,28460,2,1809,23816,5925,,,,,,,,,,132572,183
8,295353,South Cambridgeshire,,,0.326312,75961,37326,105,4663,27711,11003,,,,,,,,,,166060,178
6,1906767,Glasgow City,,,0.299869,70524,34790,1,7427,15678,24312,,,,,,,,,,156060,194
9,55734,Steglitz-Zehlendorf,,,0.312907,74559,36943,12,1829,32366,6145,,,,,,,,,,165476,102
8,118362,Leeds,,,0.653529,161213,79732,39,13715,47115,39475,,,,,,,,,,330904,132
6,51800,City of London,,,0.018074,4193,2089,2,431,1077,1173,,,,,,,,,,36584,93
8,172987,Liverpool,,,0.193138,50577,24816,1,6879,7769,21279,,,,,,,,,,118416,122
8,8450265,London Borough of Southwark,,,0.175897,42145,21031,1,2038,16062,5943,,,,,,,,,,104664,193
8,2305280,Oceanside,,,0.311205,78005,38904,1,2709,32250,8085,,,,,,,,,,172764,86
6,1920901,City of Edinburgh,,,0.184698,48146,23286,31,6138,9268,17272,,,,,,,,,,113800,57
8,111848,Chula Vista,,,0.300227,77630,38686,1,3186,30541,10174,,,,,,,,,,172268,129
9,30353,Wandsbek,,,0.599517,149385,74302,20,2582,68076,8029,,,,,,,,,,312588,113
8,295355,Cambridge,,,0.269183,62838,31355,1,1612,27868,3876,,,,,,,,,,143892,73
8,7444,Paris,,,0.220279,56622,24667,101,9071,4752,28774,,,,,,,,,,127068,324
8,51805,London Borough of Tower Hamlets,,,0.129377,32888,16367,1,1885,12013,5090,,,,,,,,,,86648,92
6,62428,Munich,,,0.692146,164233,78594,142,10378,54375,34443,,,,,,,,,,335860,140
10,2604777,Dover,,,0.009975,2184,1069,1,391,158,1084,,,,,,,,,,33488,25
8,1544956,Mountain View,,,0.087848,20224,10077,1,1027,7350,3468,,,,,,,,,,64156,108
10,271110,Amsterdam,,,0.158545,41306,20189,1,5082,4476,22188,,,,,,,,,,100360,152
8,295349,Fenland,,,0.054460,13480,6530,17,2283,1688,5504,,,,,,,,,,52508,64
6,180837,Cambridgeshire,,,0.943761,210768,103274,242,16190,69754,38396,,,,,,,,,,431552,225
8,295351,Huntingdonshire,,,0.157835,37597,18234,82,4899,7931,11773,,,,,,,,,,95028,102
8,2305279,Carlsbad,,,0.251079,60972,30425,1,2407,24657,6842,,,,,,,,,,139788,63
8,146656,Manchester,,,0.396173,96802,48052,2,7140,30599,21320,,,,,,,,,,207712,235
8,295352,East Cambridgeshire,,,0.080984,19619,9566,36,2383,4556,5669,,,,,,,,,,62268,85
5,10264792,Hong Kong Island,,,0.094738,21676,10647,5,1621,6555,5314,,,,,,,,,,66632,6
8,71033,Strasbourg,,,0.059372,15819,7327,16,2641,1141,8223,,,,,,,,,,56284,77
2,536780,Singapore,,,0.897614,212140,104497,13,11917,70981,46318,,,,,,,,,,430940,4
4,162069,District of Columbia,,,1.128660,267244,132694,10,4160,118037,22830,,,,,,,,,,551176,262
4,62422,Berlin,,,1.132668,277289,135449,115,15213,96373,53887,,,,,,,,,,562728,208
8,51781,City of Westminster,,,0.219674,57179,28460,2,1809,23816,5925,,,,,,,,,,132652,183
8,295353,South Cambridgeshire,,,0.313756,75961,37326,105,4663,27711,11003,,,,,,,,,,166084,178
6,1906767,Glasgow City,,,0.318038,70524,34790,1,7427,15678,24312,,,,,,,,,,156200,194
9,55734,Steglitz-Zehlendorf,,,0.309606,74559,36943,12,1829,32366,6145,,,,,,,,,,165504,102
8,118362,Leeds,,,0.672762,161213,79732,39,13715,47115,39475,,,,,,,,,,330836,132
6,51800,City of London,,,0.019378,4193,2089,2,431,1077,1173,,,,,,,,,,36752,93
8,172987,Liverpool,,,0.214828,50577,24816,1,6879,7769,21279,,,,,,,,,,118308,122
8,8450265,London Borough of Southwark,,,0.162203,42145,21031,1,2038,16062,5943,,,,,,,,,,104808,193
8,2305280,Oceanside,,,0.326331,78005,38904,1,2709,32250,8085,,,,,,,,,,172700,86
6,1920901,City of Edinburgh,,,0.186675,48146,23286,31,6138,9268,17272,,,,,,,,,,113904,57
8,111848,Chula Vista,,,0.328266,77630,38686,1,3186,30541,10174,,,,,,,,,,172336,129
9,30353,Wandsbek,,,0.662412,149385,74302,20,2582,68076,8029,,,,,,,,,,312652,113
8,295355,Cambridge,,,0.258913,62838,31355,1,1612,27868,3876,,,,,,,,,,143608,73
8,7444,Paris,,,0.229631,56622,24667,101,9071,4752,28774,,,,,,,,,,126868,324
8,51805,London Borough of Tower Hamlets,,,0.127807,32888,16367,1,1885,12013,5090,,,,,,,,,,86424,92
6,62428,Munich,,,0.740703,164233,78594,142,10378,54375,34443,,,,,,,,,,335708,140
10,2604777,Dover,,,0.010773,2184,1069,1,391,158,1084,,,,,,,,,,33548,25
8,1544956,Mountain View,,,0.076536,20224,10077,1,1027,7350,3468,,,,,,,,,,64168,108
10,271110,Amsterdam,,,0.170539,41306,20189,1,5082,4476,22188,,,,,,,,,,100296,152
8,295349,Fenland,,,0.055866,13480,6530,17,2283,1688,5504,,,,,,,,,,52028,64
6,180837,Cambridgeshire,,,0.916601,210768,103274,242,16190,69754,38396,,,,,,,,,,431624,225
8,295351,Huntingdonshire,,,0.145728,37597,18234,82,4899,7931,11773,,,,,,,,,,94916,102
8,2305279,Carlsbad,,,0.252800,60972,30425,1,2407,24657,6842,,,,,,,,,,139692,63
8,146656,Manchester,,,0.388880,96802,48052,2,7140,30599,21320,,,,,,,,,,207672,235
8,295352,East Cambridgeshire,,,0.074724,19619,9566,36,2383,4556,5669,,,,,,,,,,62464,85
5,10264792,Hong Kong Island,,,0.086552,21676,10647,5,1621,6555,5314,,,,,,,,,,66812,6
8,71033,Strasbourg,,,0.062560,15819,7327,16,2641,1141,8223,,,,,,,,,,56092,77
2,536780,Singapore,,,0.982603,212140,104497,13,11917,70981,46318,,,,,,,,,,431152,4
4,162069,District of Columbia,,,1.139610,267244,132694,10,4160,118037,22830,,,,,,,,,,551056,262
4,62422,Berlin,,,1.318552,277289,135449,115,15213,96373,53887,,,,,,,,,,562724,208
8,51781,City of Westminster,,,0.296619,57179,28460,2,1809,23816,5925,,,,,,,,,,132608,183
8,295353,South Cambridgeshire,,,0.323222,75961,37326,105,4663,27711,11003,,,,,,,,,,165876,178
6,1906767,Glasgow City,,,0.296666,70524,34790,1,7427,15678,24312,,,,,,,,,,156192,194
9,55734,Steglitz-Zehlendorf,,,0.304359,74559,36943,12,1829,32366,6145,,,,,,,,,,165244,102
8,118362,Leeds,,,0.711691,161213,79732,39,13715,47115,39475,,,,,,,,,,330892,132
6,51800,City of London,,,0.017198,4193,2089,2,431,1077,1173,,,,,,,,,,36720,93
8,172987,Liverpool,,,0.208204,50577,24816,1,6879,7769,21279,,,,,,,,,,120080,122
8,8450265,London Borough of Southwark,,,0.182370,42145,21031,1,2038,16062,5943,,,,,,,,,,104792,193
8,2305280,Oceanside,,,0.334550,78005,38904,1,2709,32250,8085,,,,,,,,,,172524,86
6,1920901,City of Edinburgh,,,0.205066,48146,23286,31,6138,9268,17272,,,,,,,,,,114240,57
8,111848,Chula Vista,,,0.338548,77630,38686,1,3186,30541,10174,,,,,,,,,,172388,129
9,30353,Wandsbek,,,0.649246,149385,74302,20,2582,68076,8029,,,,,,,,,,312536,113
8,295355,Cambridge,,,0.447471,62838,31355,1,1612,27868,3876,,,,,,,,,,143680,73
8,7444,Paris,,,0.245652,56622,24667,101,9071,4752,28774,,,,,,,,,,127104,324
8,51805,London Borough of Tower Hamlets,,,0.140982,32888,16367,1,1885,12013,5090,,,,,,,,,,86652,92
6,62428,Munich,,,0.692753,164233,78594,142,10378,54375,34443,,,,,,,,,,335892,140
10,2604777,Dover,,,0.010314,2184,1069,1,391,158,1084,,,,,,,,,,33712,25
8,1544956,Mountain View,,,0.085656,20224,10077,1,1027,7350,3468,,,,,,,,,,64132,108
10,271110,Amsterdam,,,0.161609,41306,20189,1,5082,4476,22188,,,,,,,,,,100484,152
8,295349,Fenland,,,0.050773,13480,6530,17,2283,1688,5504,,,,,,,,,,52204,64
6,180837,Cambridgeshire,,,0.937225,210768,103274,242,16190,69754,38396,,,,,,,,,,431516,225
8,295351,Huntingdonshire,,,0.151025,37597,18234,82,4899,7931,11773,,,,,,,,,,94784,102
8,2305279,Carlsbad,,,0.255268,60972,30425,1,2407,24657,6842,,,,,,,,,,139812,63
8,146656,Manchester,,,0.457084,96802,48052,2,7140,30599,21320,,,,,,,,,,207556,235
8,295352,East Cambridgeshire,,,0.085828,19619,9566,36,2383,4556,5669,,,,,,,,,,62340,85
5,10264792,Hong Kong Island,,,0.096209,21676,10647,5,1621,6555,5314,,,,,,,,,,66516,6
8,71033,Strasbourg,,,0.063975,15819,7327,16,2641,1141,8223,,,,,,,,,,56124,77
